System imbalance forecast,Input data availability,"Probability in [-400,-200]",Prediction Datetime,"Probability in [400,inf]","Probability in [-inf,-400]","Probability in [-200,0]",Resolution code,Quarter hour,"Probability in [0,200]","Probability in [200,400]"
-22.87089645747444,1.0,0.035132918011638835,2023-01-27T01:33:07+00:00,0.004456904688042592,0.0009397949369575502,0.4125290819997023,PT1M,2023-01-27T01:30:00+00:00,0.4728502207513246,0.07409107961233413
6.085561870292683,1.0,0.035332524153617414,2023-01-27T01:32:07+00:00,0.0036842336737048153,0.0010280294975792362,0.4054616355087327,PT1M,2023-01-27T01:30:00+00:00,0.489762380529547,0.06473119663681884
47.6134470532721,1.0,0.040963782059151785,2023-01-27T01:31:06+00:00,0.003956246902661146,0.0014765805442308374,0.4029463767528216,PT1M,2023-01-27T01:30:00+00:00,0.48417187744718415,0.06648513629395053
5.875965790913575,1.0,0.05052999778458135,2023-01-27T01:30:07+00:00,0.004146749373254781,0.00198556158726494,0.43571607162827786,PT1M,2023-01-27T01:30:00+00:00,0.44377444915822656,0.06384717046839458
30.13466149388131,1.0,7.672678706099906e-08,2023-01-27T01:29:06+00:00,4.5018149035722726e-10,1.4238768727452398e-16,0.09102851856199214,PT1M,2023-01-27T01:15:00+00:00,0.9087542633087763,0.00021714095226284125
42.99134193546048,1.0,7.687506516802279e-07,2023-01-27T01:28:07+00:00,4.423957515698588e-09,1.738206273912451e-14,0.13292716846939553,PT1M,2023-01-27T01:15:00+00:00,0.8665621240641731,0.0005099342918048459
27.627892235358715,1.0,5.479232338938991e-06,2023-01-27T01:27:06+00:00,3.382330720572211e-08,9.145508542903262e-13,0.20799961974426406,PT1M,2023-01-27T01:15:00+00:00,0.7909651956538873,0.0010296715452877182
24.09899753546048,1.0,2.3416932848802437e-05,2023-01-27T01:26:06+00:00,2.0141260677868727e-07,2.1685456629986663e-11,0.22582503504308585,PT1M,2023-01-27T01:15:00+00:00,0.7722564866400832,0.0018948599496899855
36.97368867411532,1.0,9.141129417285031e-05,2023-01-27T01:25:06+00:00,7.49053353506525e-07,4.0603177695235577e-10,0.24503877609449287,PT1M,2023-01-27T01:15:00+00:00,0.7521341607651781,0.0027349023867708983
10.131589917005115,1.0,0.00041707515291246187,2023-01-27T01:24:06+00:00,1.93015381749932e-06,5.8675286049524026e-09,0.37126955829085456,PT1M,2023-01-27T01:15:00+00:00,0.624835823809996,0.0034756067248907373
